product,manufacturer,brand,category,subcategory,distributor,stars_TPC,stars_pb,attributes,local_category,brand_city,total_quantity,total_spend
SAUCE TERIYAKI TFF,KIKKOMAN SALES USA INC,KIKKOMAN,Simple Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),5,226.70000000000002
SAUCE WING BUFFALO,SAUER BRANDS,WEST CRK,Highly Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),2,69.28
SAUCE WING BUFFALO REDHOT GF,MCCORMICK& CO INC,FRANK HT,Highly Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),31,1394.54
SAUERKRAUT,"GREAT LAKES KRAUT CO, LLC",WEST CRK,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,NA,(null),17,601.1
SAUERKRAUT FCY SHRED TFF,B&G FOODS INC,B&G,Simple Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Simple Processed Foods,Local DC of Natl. Co.,"Nazareth,PA",3,123.57
SAUSAGE ANDOUILLE 4/1 LINK FZ,FONTANINI ITALIAN MEATS,FONTANIN,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"McCook,IL",2,135.5
SAUSAGE ANDOUILLE LINK 4 OZ,NORTH COUNTRY SMOKEHOUSE,NO CNTRY,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Claremont,NH",8,356.25
SAUSAGE BEYOND BRAT ORGNL FZ,Beyond Meat,BEYONDMT,Plant Protein,Plant Protein,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Veg Alternatives to Meat/Dairy,NA,(null),55,4830.65
SAUSAGE BRKFST BULK FZ,DILUIGI INC,DILUIGI,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Danvers,MA",7,298.13
SAUSAGE BULK ITAL MILD RAW FZ,FONTANINI ITALIAN MEATS,FONTANIN,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"McCook,IL",50,3224.2500000000005
SAUSAGE CHICKEN APPLE 6/1 FC FZ,KAYEM FOODS INC,ALFRESC,Animal Protein,Poultry,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,(null),204,4336.99
SAUSAGE CHICKEN LINK FC FZ,Jones Dairy Farm,JONESDRY,Animal Protein,Poultry,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Fort Atkinson,WI",202,8892.4
SAUSAGE CHICKEN PATTY 1.5 OZ FC,Jones Dairy Farm,JONESDRY,Animal Protein,Poultry,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Fort Atkinson,WI",209,8654.53
SAUSAGE CHORIZO GRND TRDTNL FZ,ENCORE SAUSAGE CO,CONTIGO,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"North Englewood,MD",10,303.72
SAUSAGE CHORIZO LINK 4/1 TRDTNL,ENCORE SAUSAGE CO,CONTIGO,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"North Englewood,MD",119,3608.1699999999996
SAUSAGE ITAL SWEET PLANT BASED,Beyond Meat,BEYONDMT,Plant Protein,Plant Protein,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Veg Alternatives to Meat/Dairy,NA,(null),4,358.92
SAUSAGE KIELBASA ROPE N/C FZ,OLD NEIGHBORHOOD FOODS,OLDNBRHD,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",238,10343.71
SAUSAGE LINGUICA GRND BULK,GASPARS SAUSAGE CO INC,GASPARS,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dartmouth,MA",6,290.06
SAUSAGE LINGUICA PORTUGUESE FC,OLD NEIGHBORHOOD FOODS,OLD NEIGHBORHOOD FOODS,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",9,372.59999999999997
SAUSAGE LINK .8 OZ SKNLS FC FZ,Jones Dairy Farm,JONESDRY,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Fort Atkinson,WI",67,2116.12
SAUSAGE LINK 16/1 MILD SKNLS,Jones Dairy Farm,JONESDRY,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Fort Atkinson,WI",90,3161.8199999999997
SAUSAGE LINK MILD CASING FC FZ,Jones Dairy Farm,JONESDRY,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Fort Atkinson,WI",8,290.64
SAUSAGE PATTY 1.5 OZ PRCKD FZ,SMITHFIELD FARMLAND FARM,FARMLAND,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),4,138.16
SAUSAGE PATTY FC FZ,Jones Dairy Farm,JONESDRY,Animal Protein,Pork,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Fort Atkinson,WI",195,6502.36
SAUSAGE TURKEY LINK .75 OZ CN,Jones Dairy Farm,JONESDRY,Animal Protein,Poultry,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Fort Atkinson,WI",201,8752.79
SAUSAGE TURKEY PATTY 1.5 OZ FC,HORMEL FOODS CORP,HRML F&E,Animal Protein,Poultry,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),5,190.39999999999998
SAUSAGE TURKEY PATTY FC FZ,Jones Dairy Farm,JONESDRY,Animal Protein,Poultry,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Fort Atkinson,WI",85,3846.87
Scallions - Organic,Kitchen Garden Farm,Kitchen Garden Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Minimal (or No) Processing",Local Vendors/Local Products,"Sunderland,MA",1,48
SCONE DGH BLUBRY,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",27,1446.4700000000003
SCONE DGH CHOC CHIP,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",1,54.12
SCONE DGH CINNAMON,DAVIDS COOKIES,DAVIDS,Highly Proccessed,Baked (Desserts),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Cedar Grove,NJ",11,588.4100000000001
SCONE DGH VAR PACK TFF,GENERAL MILLS DRY & FRZN,PILLSBRY,Highly Proccessed,Baked Desserts,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,87.71
SEASONING BLACKENED REDFISH,DOT FOODS INC,MAGIC,Highly Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"New Orleans,LA",22,783.6500000000001
SEASONING MIRIN KOTTERI,KIKKOMAN SALES USA INC,KIKKOMAN,Highly Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),5,173.10999999999999
SEASONING MONTREAL STK,MCCORMICK & COMPANY INC,MCCRMCK,Highly Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),26,298
SEASONING SEAFOOD NO MSG TFF,MCCORMICK & COMPANY INC,OLD BAY,Highly Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),34,256
SEED PEPITAS PUMPKIN RAW,ARCADE INDUSTRIES,ARCADE S,Minimal Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Auburn,MA",21,1443.84
SEITAN BULK,"NATURE SOY LLC",FRANKLIN,Plant Protein,Plant Protein,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,"Non GMO Verified,Veg Alternatives to Meat/Dairy",Local Business/Non-Local Products,"Philadelphia,PA",8,281.12
SHALLOTS PLD,FRANGELLA ASSOCIATES INC,PACKER,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,"Delmar,NY",2,159.09
SHELL CANNOLI SM,Cannoli Factory,ROMA,Highly Proccessed,Baked Desserts,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local Business/Non-Local Products,"Wyandanch,NY",1,28.38
SHELL TACO CORN YLW 5 IN,MISSION FOODS,MISSION,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Mountain Top,PA",21,279.07
SHELL TACO CORN YLW 5IN FZ,MISSION FOODS,MISSION,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Mountain Top,PA",2,26.62
"SHELL TACO WHI 5"" TFF",MISSION FOODS,MISSION,Highly Proccessed,Baked Breads,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Mountain Top,PA",2,28.5
SHORTENING CAKE & ICING,VENTURA FOODS LLC,WHITECAP,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),3,216.07
SHORTENING SOY BAKING,DOT FOODS INC,MFB,Culinary Ingredients,Grocery,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Processed Culinary Ingredients,NA,(null),4,232.49
SHORTENING Z TFF,STRATAS FOODS LLC,SUPERFRY,Highly Proccessed,Grocery,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Englewood,NJ",12,754.4200000000001
SHRIMP 31-35 BB SHPYRD FZ,HIGH LINER FOODS USA INC,EM TREAS,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),157,10581.09
SHRIMP BRD 60-80 POPCORN T/OFF,TAMPA MAID FOODS INC,EM TREAS,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,MSC Certified Fisheries (No Chain of Custody),Local Business/Non-Local Products,"Lakeland,FL",28,1347
SHRIMP TIGER 26-30 RPDT/OFF IN.,IPAP PACIFIC CORAL SEAFOO,EM TREAS,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,MBE- Business Certification,NA,(null),25,1883
SHRIMP WHI 21-25 RPDT/OFF IN.,IPAP PACIFIC CORAL SEAFOO,BAYWINDS,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,MBE- Business Certification,NA,(null),58,3983.0800000000004
SHRIMP WHI 31-40 RPDT/OFF IN.,IPAP PACIFIC CORAL SEAFOO,BAYWINDS,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,MBE- Business Certification,NA,(null),267,14850.150000000001
SMOOTHIE AMAZING MANGO,WM BOLTHOUSE FARMS,BLTHSFRM,Minimal Proccessed,Beverages (ND),PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Prosser,WA",37,551.67
SMOOTHIE GRN GOODNESS,WM BOLTHOUSE FARMS,BLTHSFRM,Minimal Proccessed,Beverages (ND),PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Prosser,WA",40,596.4
SMOOTHIE MIX MANGO,Monin Inc,Monin,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),73,2735.84
SMOOTHIE MIX PEACH,Monin Inc,Monin,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),10,376.8
SMOOTHIE MIX PINA COLADA,Monin Inc,Monin,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),13,494.88
SMOOTHIE MIX STRWBRY,Monin Inc,Monin,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),10,376.8
SMOOTHIE MIX STRWBRY BANANA,Monin Inc,Monin,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),78,3144.72
SMOOTHIE STRWBRY BANANA,WM BOLTHOUSE FARMS,BLTHSFRM,Minimal Proccessed,Beverages (ND),PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"Prosser,WA",40,596.4
SNACK CHEESE CRNCHY LSS,PEPSICO FRITO LAY STACYS,CHEETOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",30,956.1600000000001
SNACK CHEESE HOT CRNCHY LSS,PEPSICO FRITO LAY STACYS,CHEETOS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Dayville,CT",37,1182.55
SNACK MIX CHEX CHED SNG SERVE,GENERAL MILLS DRY & FRZN,CHEX MIX,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),3,77.52
SNACK MIX CHEX TRDTNL TFF,GENERAL MILLS DRY & FRZN,CHEX MIX,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),30,814.7
SNACK MIX MUDDY BUDDIES TFF,GENERAL MILLS DRY & FRZN,CHEX MIX,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),105,2923.03
SNACK RICE CAKE CARAMEL CORN,THE QUAKER OATS CO,QUAKER,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),25,681.1700000000001
SNACK RICE KRISPIE DBL CHOC,KELLOGG SALES COMPANY DRY,KELLOGGS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),20,949.84
SNACK RICE KRISPIE TFF,KELLOGG SALES COMPANY DRY,KELLOGGS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),8,354.72
SNACK RICE KRISPIE TREAT TFF,KELLOGG SALES COMPANY DRY,KELLOGGS,Highly Proccessed,Snacks,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),11,305.37
SODA ORANGE DRY CAN,POLAR BEVERAGES,POLAR,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,(null),5,43.05
SODA ROOT BEER W/CANE SUGAR,DR PEPPER MOTTS DIV IBC,IBC,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),4,71.8
SODA SELTZER WATER CAN,POLAR BEVERAGES,POLAR,Beverages (ND),Beverages (ND),PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,(null),38,356.64
SOLE FIL 3-4 OZ B/S,GREAT EASTERN SEAFOOD,PACKER,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,Local,Local Vendors/Local Products,"Boston,MA",5,393.5
SOLE FIL 4OZ B/S IQF MSC,SEA TREK ENTERPRISES INC,PACKER,Animal Protein,Fish/Seafood,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,MSC Certified Fisheries (No Chain of Custody),Local Business/Non-Local Products,"East Greenwich,RI",3,145.68
SOUP APPLE & SQUASH BTTRNT FRSH,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",28,1222.74
SOUP BLK BEAN GF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",64,2326.6700000000005
SOUP BROCCOLI CHED GF TFF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",67,2473.4299999999994
SOUP CARROT GINGER FRSH,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",26,800.98
SOUP CAULIFLOWER & CHED RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",21,874.05
SOUP CHICKEN & DUMPLING RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",20,800.5699999999999
SOUP CHICKEN NOODLE LF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",123,3910.46
SOUP CHICKEN TORTILLA GF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",12,478.92
SOUP CHILI BEEF ANG W/BEAN RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",6,399.42
SOUP CHIPOTLE SWEET POTATO FRSH,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",82,2865.16
SOUP CREAM OF BROCCOLI RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",15,527.7
SOUP FRNCH ONION FZ,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",3,101.97
SOUP FRNCH ONION GF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",47,1975.6399999999999
SOUP GREEK CHICKEN ORZO LF FRSH,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",14,505.28000000000003
SOUP GREEK CHICKEN ORZO LF TFF,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",5,140.55
SOUP ITAL WEDDING RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",1,35.88
SOUP LENTIL FRSH,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",66,1898.06
SOUP MINESTRONE LF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",71,2155.07
SOUP MUSHROOM HUNGARIAN RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",61,2273.0699999999997
SOUP PASTA FAGIOLI RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",70,2365.54
SOUP PORTUGUESE KALE GF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",13,496.73
SOUP POTATO LOADED GF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",71,2825.0499999999997
SOUP THAI CHICKEN GF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",55,2359.62
SOUP TOMATO & BASIL GF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",58,2048.86
SOUP TOMATO & GARDEN VEG RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",115,4026.92
SOUP TOMATO BISQUE,KETTLE CUISINE LLC,DELANCEY,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",1,40.06
SOUP TURKEY GUMBO FRSH,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",65,2414.88
SOUP VEG BEEF BARLEY LF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",40,1674.4599999999998
SOUP WHI BEAN & ESCAROLE GF RTU,KETTLE CUISINE LLC,KETTLE C,Highly Proccessed,Soups & Bases,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Lynn,MA",63,2091.06
SOUR CREAM ALL NAT STICK PACK,SAPUTO DAIRY FOODS USA,NTRSBST,Dairy,Dairy,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),69,881.3900000000001
SOUR CREAM CUP GF,HP HOOD LLC,HOOD,Dairy,Dairy,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Oneida,NY",4,59.76
SOUR CREAM GRD A HVY BODY TFF,SAPUTO DAIRY FOODS USA,NTRSBST,Dairy,Dairy,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),22,587.11
SOUR CREAM NAT GRD A TFF,SAPUTO DAIRY FOODS USA,NTRSBST,Dairy,Dairy,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),11,276.93
"Sparkling Beverage, Blueberry Pomegranate - Organic",Samara,Samara,Beverages (ND),Beverages (ND),MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Non GMO Verified",Local Vendors/Local Products,"Wendell,MA",1,14.48
"Sparkling Beverage, Ginger Lemon - Organic",Samara,Samara,Beverages (ND),Beverages (ND),MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Non GMO Verified",Local Vendors/Local Products,"Wendell,MA",2,28.96
"Sparkling Beverage, Raspberry Lime - Organic",Samara,Samara,Beverages (ND),Beverages (ND),MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Non GMO Verified",Local Vendors/Local Products,"Wendell,MA",1,14.48
"Sparkling Beverage, Strawberry Kiwi- Organic",Samara,Samara,Beverages (ND),Beverages (ND),MARTY'S LOCAL,USDA Certified Organic,Qualifying Spend,"Local,USDA Certified Organic,Non GMO Verified",Local Vendors/Local Products,"Wendell,MA",1,14.48
"SPICES, SHICHIMI TOGARASHI",Jansal Valley,Jansal Valley,Minimal Proccessed,Seasoning,SID WAINER,NA,Qualifying Spend,Minimal (or No) Processing,Local DC of Natl. Co.,"New Bedford,MA",24,262.8
SPINACH BABY,RUBY ROBINSON FRANGELLA,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,"Toughkenaman,PA",10,152.9
SPINACH CHPD 1/2 IN IQF,JR SIMPLOT COMPANY FROZEN,SMPLGDNS,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),2,57.52
SPINACH CHPD FZ,IDAHO FREEZ PAK CORP,FINELINE,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,Local Business/Non-Local Products,"Wood Ridge,NJ",12,327.56
SPINACH W&T TFF,ARMSTRONG MARKETING,PEAK,Minimal Proccessed,Produce,PERFORMANCE FOOD GROUP,NA,Qualifying Spend,Minimal (or No) Processing,NA,(null),132,2852.4799999999996
"Spinach, Frost Sweetened - Certified Naturally Grown",Queen's Greens,Queen's Greens,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Amherst,MA",7,250.61999999999998
"Spinach, Loose - IPM",Bardwell Farm,Bardwell Farm,Minimal Proccessed,Produce,MARTY'S LOCAL,NA,Qualifying Spend,"Local,Minimal (or No) Processing",Local Vendors/Local Products,"Hatfield,MA",1,35.44
SPREAD CHOC HAZELNUT,DOT FOODS INC,NUTELLA,Highly Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,NA,(null),1,41.08
SPREAD FIG PAIL,ATALANTA CORPORATION,DALMATIA,Highly Proccessed,Seasoning,PERFORMANCE FOOD GROUP,NA,Non-Qualifying Spend,NA,Local DC of Natl. Co.,"Elizabeth,NJ",1,13.4
